"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Karmakar D.; Sahoo T.","Karmakar, D. (23012034300); Sahoo, T. (7004215371)","23012034300; 7004215371","Gravity wave interaction with floating membrane due to abrupt change in water depth","2008","Ocean Engineering","35","7","","598","615","17","33","10.1016/j.oceaneng.2008.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549168643&doi=10.1016%2fj.oceaneng.2008.01.009&partnerID=40&md5=475fa0a8774d5783c6fba0d7304f662f","Article","Scopus","2-s2.0-41549168643"
"Alday L.F.; Arutyunov G.; Frolov S.","Alday, Luis Fernando (8908710900); Arutyunov, Gleb (7003356089); Frolov, Sergey (24310993400)","8908710900; 7003356089; 24310993400","New integrable system of 2dim fermions from strings on AdS 5 × S 5 ","2006","Journal of High Energy Physics","","1","","1943","1976","33","46","10.1088/1126-6708/2006/01/078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645533959&doi=10.1088%2f1126-6708%2f2006%2f01%2f078&partnerID=40&md5=e62c704455e60e854e48c4acc5f03896","Article","Scopus","2-s2.0-33645533959"
"Ferreira C.B.","Ferreira, Claudio Bittencourt (23088098000)","23088098000","Certification of marine energy converters: The experience so far","2008","Journal of Offshore Mechanics and Arctic Engineering","130","4","044501","","","","0","10.1115/1.2948954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56649117185&doi=10.1115%2f1.2948954&partnerID=40&md5=f413b1d91a3f8f0ed9690ead928415f2","Article","Scopus","2-s2.0-56649117185"
"Agamloh E.B.; Wallace A.K.; von Jouanne A.","Agamloh, Emmanuel B. (16634326600); Wallace, Alan K. (7201513666); von Jouanne, Annette (7003708238)","16634326600; 7201513666; 7003708238","Application of fluid-structure interaction simulation of an ocean wave energy extraction device","2008","Renewable Energy","33","4","","748","757","9","86","10.1016/j.renene.2007.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049048716&doi=10.1016%2fj.renene.2007.04.010&partnerID=40&md5=294e7c2f30c3270f6b19986ed1a568fe","Article","Scopus","2-s2.0-38049048716"
"Karunarathna H.; Chadwick A.J.","Karunarathna, Harshinie (6507503264); Chadwick, Andrew J. (7102244962)","6507503264; 7102244962","On low-frequency waves in the surf and swash","2007","Ocean Engineering","34","16","","2115","2123","8","3","10.1016/j.oceaneng.2007.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548037660&doi=10.1016%2fj.oceaneng.2007.05.006&partnerID=40&md5=3ec6284410cfc8cb686663ab7ddc3e86","Article","Scopus","2-s2.0-34548037660"
"Takao M.; Thakker A.; Abdulhadi R.; Setoguchi T.","Takao, Manabu (25030738700); Thakker, Ajit (7006793119); Abdulhadi, Rahil (8531914800); Setoguchi, Toshiaki (7102564807)","25030738700; 7006793119; 8531914800; 7102564807","Effect of blade profile on the performance of a large-scale Wells turbine for wave-energy conversion","2006","International Journal of Sustainable Energy","25","1","","53","61","8","35","10.1080/14786450600593295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645552626&doi=10.1080%2f14786450600593295&partnerID=40&md5=e1c77cd31c59c6030be5eff03a5dd0cc","Article","Scopus","2-s2.0-33645552626"
"Agamloh E.B.; Wallace A.K.; von Jouanne A.","Agamloh, Emmanuel B. (16634326600); Wallace, Alan K. (7201513666); von Jouanne, Annette (7003708238)","16634326600; 7201513666; 7003708238","A novel direct-drive ocean wave energy extraction concept with contact-less force transmission system","2008","Renewable Energy","33","3","","520","529","9","45","10.1016/j.renene.2007.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549016172&doi=10.1016%2fj.renene.2007.01.008&partnerID=40&md5=6c6620ec6aecfc0de1bb50bcefe1ad5a","Article","Scopus","2-s2.0-36549016172"
"Kobayashi N.; de los Santos F.J.; Kearney P.G.","Kobayashi, Nobuhisa (7404311385); de los Santos, Francisco J. (6701443361); Kearney, Peter G. (23569927500)","7404311385; 6701443361; 23569927500","Time-averaged probabilistic model for irregular wave runup on permeable slopes","2008","Journal of Waterway, Port, Coastal and Ocean Engineering","134","2","","88","96","8","20","10.1061/(ASCE)0733-950X(2008)134:2(88)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39549095106&doi=10.1061%2f%28ASCE%290733-950X%282008%29134%3a2%2888%29&partnerID=40&md5=569e8f2dd11a120ecaa997a40cee01be","Article","Scopus","2-s2.0-39549095106"
"Dhinakaran G.; Sundar V.; Sundaravadivelu R.; Graw K.U.","Dhinakaran, Govindasamy (6508097155); Sundar, Vallam (7005380538); Sundaravadivelu, Renganathan (6701314989); Graw, Kai Uwe (6602282005)","6508097155; 7005380538; 6701314989; 6602282005","Hydrodynamic characteristics of seaside perforated semicircular breakwaters due to random waves","2008","Journal of Waterway, Port, Coastal and Ocean Engineering","134","4","","237","251","14","14","10.1061/(ASCE)0733-950X(2008)134:4(237)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749119491&doi=10.1061%2f%28ASCE%290733-950X%282008%29134%3a4%28237%29&partnerID=40&md5=597d648e7041267ce00142b10d225dc6","Article","Scopus","2-s2.0-45749119491"
"Iglesias G.; Carballo R.","Iglesias, G. (56261589800); Carballo, R. (35291563900)","56261589800; 35291563900","Wave energy potential along the Death Coast (Spain)","2009","Energy","34","11","","1963","1975","12","175","10.1016/j.energy.2009.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949540576&doi=10.1016%2fj.energy.2009.08.004&partnerID=40&md5=a7ca0e9def24a6800fa03184a74402a1","Article","Scopus","2-s2.0-77949540576"
"de O. Falcão A.F.","de O. Falcão, António F. (7202402977)","7202402977","Modelling and control of oscillating-body wave energy converters with hydraulic power take-off and gas accumulator","2007","Ocean Engineering","34","14-15","","2021","2032","11","252","10.1016/j.oceaneng.2007.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447525098&doi=10.1016%2fj.oceaneng.2007.02.006&partnerID=40&md5=ccb2e5c0e42579fad681af94d403c54d","Article","Scopus","2-s2.0-34447525098"
"Calabrese M.; Vicinanza D.; Buccino M.","Calabrese, M. (7006748511); Vicinanza, D. (6507679469); Buccino, M. (7801532154)","7006748511; 6507679469; 7801532154","2D Wave setup behind submerged breakwaters","2008","Ocean Engineering","35","10","","1015","1028","13","39","10.1016/j.oceaneng.2008.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43849093175&doi=10.1016%2fj.oceaneng.2008.03.005&partnerID=40&md5=9de381094dc0f152e6dba74b693a037b","Article","Scopus","2-s2.0-43849093175"
"Siddorn P.; Eatock Taylor R.","Siddorn, P. (24485021800); Eatock Taylor, R. (7003636043)","24485021800; 7003636043","Diffraction and independent radiation by an array of floating cylinders","2008","Ocean Engineering","35","13","","1289","1303","14","100","10.1016/j.oceaneng.2008.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48449084421&doi=10.1016%2fj.oceaneng.2008.06.003&partnerID=40&md5=9ca9f5ab21aa17d89e74a0dde89a3649","Article","Scopus","2-s2.0-48449084421"
"Setoguchi T.; Takao M.","Setoguchi, Toshiaki (7102564807); Takao, Manabu (25030738700)","7102564807; 25030738700","Current status of self rectifying air turbines for wave energy conversion","2006","Energy Conversion and Management","47","15-16","","2382","2396","14","210","10.1016/j.enconman.2005.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646403719&doi=10.1016%2fj.enconman.2005.11.013&partnerID=40&md5=9a13c7060ce471a4be0a5c7a0da2fbb4","Article","Scopus","2-s2.0-33646403719"
"Stålberg M.; Waters R.; Danielsson O.; Leijon M.","Stålberg, Magnus (23089424900); Waters, Rafael (24734380900); Danielsson, Oskar (9244612200); Leijon, Mats (7006634809)","23089424900; 24734380900; 9244612200; 7006634809","Influence of generator damping on peak power and variance of power for a direct drive wave energy converter","2008","Journal of Offshore Mechanics and Arctic Engineering","130","3","031003","","","","46","10.1115/1.2905032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50449108326&doi=10.1115%2f1.2905032&partnerID=40&md5=e4735bd149b7414de80567310008caab","Article","Scopus","2-s2.0-50449108326"
"Dong G.-H.; Ma X.-Z.; Teng B.","Dong, Guo-Hai (55793639300); Ma, Xiao-Zhou (7404549704); Teng, Bin (7006839535)","55793639300; 7404549704; 7006839535","One-dimensional horizontal Boussinesq model enhanced for non-breaking and breaking waves","2008","China Ocean Engineering","22","1","","31","42","11","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42949142016&partnerID=40&md5=d84aeae1bbc194b74d1cb800bb9f773e","Article","Scopus","2-s2.0-42949142016"
"Orer G.; Ozdamar A.","Orer, G. (6506847942); Ozdamar, A. (7003590702)","6506847942; 7003590702","An experimental study on the efficiency of the submerged plate wave energy converter","2007","Renewable Energy","32","8","","1317","1327","10","56","10.1016/j.renene.2006.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751408553&doi=10.1016%2fj.renene.2006.06.008&partnerID=40&md5=20c9245ec7f489951389b9f915afb74e","Article","Scopus","2-s2.0-33751408553"
"Beyene A.; Wilson J.H.","Beyene, Asfaw (6603780982); Wilson, James H. (55725862300)","6603780982; 55725862300","Parameter variation and part-load efficiencies of wave energy conversion","2006","Journal of Energy Engineering","132","1","","15","26","11","8","10.1061/(ASCE)0733-9402(2006)132:1(15)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645137951&doi=10.1061%2f%28ASCE%290733-9402%282006%29132%3a1%2815%29&partnerID=40&md5=84edbc402dd045cfc9f28e4dc68ceeb5","Article","Scopus","2-s2.0-33645137951"
"Falcão A.F.d.O.","Falcão, António F. de O. (23485073200)","23485073200","Phase control through load control of oscillating-body wave energy converters with hydraulic PTO system","2008","Ocean Engineering","35","3-4","","358","366","8","205","10.1016/j.oceaneng.2007.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849184285&doi=10.1016%2fj.oceaneng.2007.10.005&partnerID=40&md5=3ad849196f3848d6ecd3a1efe49f5c63","Article","Scopus","2-s2.0-38849184285"
"de Sousa Prado M.G.; Gardner F.; Damen M.; Polinder H.","de Sousa Prado, M.G. (15761730900); Gardner, F. (7103300080); Damen, M. (7003323906); Polinder, H. (6603815497)","15761730900; 7103300080; 7003323906; 6603815497","Modelling and test results of the Archimedes wave swing","2006","Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy","220","8","","855","868","13","88","10.1243/09576509JPE284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846182268&doi=10.1243%2f09576509JPE284&partnerID=40&md5=5d35e5f9d1389065c1a3705707b14794","Article","Scopus","2-s2.0-33846182268"
"Danielsson O.; Eriksson M.; Leijon M.","Danielsson, Oskar (9244612200); Eriksson, M. (57209441005); Leijon, M. (7006634809)","9244612200; 57209441005; 7006634809","Study of a longitudinal flux permanent magnet linear generator for wave energy converters","2006","International Journal of Energy Research","30","14","","1130","1145","15","67","10.1002/er.1209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751069595&doi=10.1002%2fer.1209&partnerID=40&md5=a71453b2e5163a830a3b29033f6c28d1","Article","Scopus","2-s2.0-33751069595"
"Huang M.-C.; Tsai C.-H.","Huang, Min-Chih (34769946500); Tsai, Cheng-Han (23098731300)","34769946500; 23098731300","Pressure transfer function in time and time-frequency domains","2008","Ocean Engineering","35","11-12","","1203","1210","7","7","10.1016/j.oceaneng.2008.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749142443&doi=10.1016%2fj.oceaneng.2008.04.005&partnerID=40&md5=9b9aefa89152aaf7d863fb39c41be0a2","Article","Scopus","2-s2.0-46749142443"
"Nobre A.; Pacheco M.; Jorge R.; Lopes M.F.P.; Gato L.M.C.","Nobre, Ana (56348185800); Pacheco, Miguel (57197092054); Jorge, Raquel (57196676065); Lopes, M.F.P. (56911702700); Gato, L.M.C. (7004360885)","56348185800; 57197092054; 57196676065; 56911702700; 7004360885","Geo-spatial multi-criteria analysis for wave energy conversion system deployment","2009","Renewable Energy","34","1","","97","111","14","64","10.1016/j.renene.2008.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849135443&doi=10.1016%2fj.renene.2008.03.002&partnerID=40&md5=27b3bcf92c9e227b5f178d571d312f97","Article","Scopus","2-s2.0-51849135443"
"Dong G.-h.; Ma Y.-x.; Ma X.-z.","Dong, Guo-hai (55793639300); Ma, Yu-xiang (35386679300); Ma, Xiao-zhou (7404549704)","55793639300; 35386679300; 7404549704","Cross-shore variations of wave groupiness by wavelet transform","2008","Ocean Engineering","35","7","","676","684","8","29","10.1016/j.oceaneng.2007.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549101413&doi=10.1016%2fj.oceaneng.2007.12.004&partnerID=40&md5=f4693ec238a3f81ffc5091499daeb3ce","Article","Scopus","2-s2.0-41549101413"
"Parker R.P.M.; Harrison G.P.; Chick J.P.","Parker, R.P.M. (57220880524); Harrison, Gareth P. (7402559184); Chick, J.P. (15070024900)","57220880524; 7402559184; 15070024900","Energy and carbon audit of an offshore wave energy converter","2007","Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy","221","8","","1119","1130","11","38","10.1243/09576509JPE483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549181167&doi=10.1243%2f09576509JPE483&partnerID=40&md5=a9060506d7ca7c6aeb1563810949665d","Article","Scopus","2-s2.0-38549181167"
"Leijon M.; Danielsson O.; Eriksson M.; Thorburn K.; Bernhoff H.; Isberg J.; Sundberg J.; Ivanova I.; Sjöstedt E.; Ågren O.; Karlsson K.E.; Wolfbrandt A.","Leijon, M. (7006634809); Danielsson, O. (9244612200); Eriksson, M. (57209441005); Thorburn, K. (7003565135); Bernhoff, H. (6602848522); Isberg, J. (6602117338); Sundberg, J. (35895109400); Ivanova, I. (8620188300); Sjöstedt, E. (6601936466); Ågren, O. (10439542800); Karlsson, K.E. (55182944500); Wolfbrandt, A. (15733167200)","7006634809; 9244612200; 57209441005; 7003565135; 6602848522; 6602117338; 35895109400; 8620188300; 6601936466; 10439542800; 55182944500; 15733167200","An electrical approach to wave energy conversion","2006","Renewable Energy","31","9","","1309","1319","10","142","10.1016/j.renene.2005.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32044452034&doi=10.1016%2fj.renene.2005.07.009&partnerID=40&md5=415e17ec34103dce683040ce6475f643","Article","Scopus","2-s2.0-32044452034"
"Zheng J.; Mase H.; Demirbilek Z.; Lin L.","Zheng, Jinhai (7403975001); Mase, Hajime (7006681651); Demirbilek, Zeki (7004042270); Lin, Lihwa (7404132010)","7403975001; 7006681651; 7004042270; 7404132010","Implementation and evaluation of alternative wave breaking formulas in a coastal spectral wave model","2008","Ocean Engineering","35","11-12","","1090","1101","11","46","10.1016/j.oceaneng.2008.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749157809&doi=10.1016%2fj.oceaneng.2008.05.001&partnerID=40&md5=d1b8030458c7d5d359bf542a5f3cbeb7","Article","Scopus","2-s2.0-46749157809"
"Johanning L.; Smith G.H.; Wolfram J.","Johanning, Lars (13605483700); Smith, George H. (7406742676); Wolfram, Julian (7005268118)","13605483700; 7406742676; 7005268118","Measurements of static and dynamic mooring line damping and their importance for floating WEC devices","2007","Ocean Engineering","34","14-15","","1918","1934","16","141","10.1016/j.oceaneng.2007.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447507893&doi=10.1016%2fj.oceaneng.2007.04.002&partnerID=40&md5=c7b7789e40e8db2a839f1eb605972706","Article","Scopus","2-s2.0-34447507893"
"Zaman M.H.; Togashi H.; Emile Baddour R.","Zaman, M. Hasanat (35991396300); Togashi, Hiroyoshi (7101655126); Emile Baddour, R. (16645293900)","35991396300; 7101655126; 16645293900","Propagation of monochromatic water wave trains","2007","Ocean Engineering","34","13","","1850","1862","12","5","10.1016/j.oceaneng.2006.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250794452&doi=10.1016%2fj.oceaneng.2006.11.009&partnerID=40&md5=b918d7a896c0d46549add4539a09c558","Article","Scopus","2-s2.0-34250794452"
"Lin P.; Liu H.-W.","Lin, Pengzhi (7403225251); Liu, Huan-Wen (8944200700)","7403225251; 8944200700","Scattering and trapping of wave energy by a submerged truncated paraboloidal shoal","2007","Journal of Waterway, Port, Coastal and Ocean Engineering","133","2","","94","103","9","25","10.1061/(ASCE)0733-950X(2007)133:2(94)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847188484&doi=10.1061%2f%28ASCE%290733-950X%282007%29133%3a2%2894%29&partnerID=40&md5=8f420485086f90035f0de80f325a51ac","Article","Scopus","2-s2.0-33847188484"
"Venugopal V.; Smith G.H.","Venugopal, Vengatesan (15073567600); Smith, George H. (7406742676)","15073567600; 7406742676","The effect of wave period filtering on wave power extraction and device tuning","2007","Ocean Engineering","34","8-9","","1120","1137","17","16","10.1016/j.oceaneng.2006.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147182769&doi=10.1016%2fj.oceaneng.2006.08.003&partnerID=40&md5=2b66853301c950ed1094d265bfc7bc32","Article","Scopus","2-s2.0-34147182769"
"Rodrigues L.","Rodrigues, Leão (14047409300)","14047409300","Wave power conversion systems for electrical energy production","2008","Renewable Energy and Power Quality Journal","1","6","380","601","607","6","19","10.24084/repqj06.380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052313398&doi=10.24084%2frepqj06.380&partnerID=40&md5=39fdc62289c373617539fc296eb7965d","Article","Scopus","2-s2.0-85052313398"
